step,x_struct_raw_left_leg_norm,x_struct_raw_right_leg_norm,x_struct_raw_torso_norm,x_struct_raw_left_leg_var,x_struct_raw_right_leg_var,x_struct_raw_torso_var,x_struct_mixed_left_leg_norm,x_struct_mixed_right_leg_norm,x_struct_mixed_torso_norm,x_struct_mixed_left_leg_var,x_struct_mixed_right_leg_var,x_struct_mixed_torso_var,x_struct_norm_left_leg_norm,x_struct_norm_right_leg_norm,x_struct_norm_torso_norm,x_struct_norm_left_leg_var,x_struct_norm_right_leg_var,x_struct_norm_torso_var,h_struct_proj_left_leg_norm,h_struct_proj_right_leg_norm,h_struct_proj_torso_norm,h_struct_proj_left_leg_var,h_struct_proj_right_leg_var,h_struct_proj_torso_var,h_struct_pre_norm_left_leg_norm,h_struct_pre_norm_right_leg_norm,h_struct_pre_norm_torso_norm,h_struct_pre_norm_left_leg_var,h_struct_pre_norm_right_leg_var,h_struct_pre_norm_torso_var,h_struct_pre_inject_left_leg_norm,h_struct_pre_inject_right_leg_norm,h_struct_pre_inject_torso_norm,h_struct_pre_inject_left_leg_var,h_struct_pre_inject_right_leg_var,h_struct_pre_inject_torso_var,h_struct_post_inject_left_leg_norm,h_struct_post_inject_right_leg_norm,h_struct_post_inject_torso_norm,h_struct_post_inject_left_leg_var,h_struct_post_inject_right_leg_var,h_struct_post_inject_torso_var
139000,5.8180165291,5.8213815689,5.8219566345,2.6621656418,2.6677811146,2.6953547001,7.3917970657,7.4825549126,7.3093314171,4.1660223007,4.2702822685,4.1448235512,3.6865563393,3.6799900532,3.5816943645,0.8074640632,0.8044301867,0.7605574727,8.6000947952,8.6944541931,7.5166101456,0.2989459038,0.3062281609,0.2263142467,16.5084209442,16.4974269867,16.4724121094,1.0647397041,1.0633202791,1.0601881742,18.3805351257,18.3161621094,18.2179241180,1.3201019764,1.3108886480,1.2968060970,14.9980239868,14.9383668900,14.2285757065,0.8830695748,0.8754464984,0.7938088179
140000,6.1359033585,6.1415162086,6.1583600044,2.7816810608,2.7846651077,2.8318192959,7.7467226982,7.8643069267,7.6703157425,4.3835272789,4.5144219398,4.3680324554,3.7012515068,3.6962497234,3.5984721184,0.8130272627,0.8107066154,0.7673193812,8.6371450424,8.7411670685,7.5428299904,0.3005660176,0.3082425594,0.2277131826,16.5243358612,16.5124664307,16.4873428345,1.0667989254,1.0652602911,1.0621221066,18.3936386108,18.3282337189,18.2299537659,1.3219920397,1.3126175404,1.2985420227,15.0406618118,14.9599542618,14.2562332153,0.8879905343,0.8778157234,0.7971132398
141000,6.4976878166,6.5002079010,6.5254378319,2.9695289135,2.9746453762,3.0279028416,8.1426248550,8.2398319244,8.0546197891,4.6562600136,4.7694129944,4.6402640343,3.7319393158,3.7250092030,3.6188695431,0.8261022568,0.8228614926,0.7756674886,8.7711019516,8.8775262833,7.5786762238,0.3094010651,0.3175887167,0.2299696207,16.5414733887,16.5304145813,16.5030975342,1.0690058470,1.0675785542,1.0641590357,18.4280376434,18.3573112488,18.2461280823,1.3269810677,1.3168611526,1.3008722067,15.1332311630,15.0681705475,14.2678108215,0.8989173174,0.8906636238,0.7985306978
142000,5.9386072159,5.9414734840,5.9347910881,2.7003879547,2.7052924633,2.7243192196,7.5177497864,7.6228027344,7.4333820343,4.2249093056,4.3446822166,4.2007050514,3.6952307224,3.6899182796,3.5889782906,0.8111201525,0.8086266518,0.7636931539,8.6530084610,8.7496547699,7.5345292091,0.3024104834,0.3097409904,0.2275062799,16.5289077759,16.5199222565,16.4915466309,1.0673931837,1.0662342310,1.0626707077,18.4288330078,18.3692989349,18.2586193085,1.3270879984,1.3185492754,1.3026331663,15.0244836807,14.9664249420,14.2156953812,0.8864573240,0.8790923357,0.7926303744
143000,6.3329081535,6.3342251778,6.3680815697,2.9036118984,2.9208238125,2.9720249176,7.9332566261,8.0666399002,7.8763589859,4.5268969536,4.6700673103,4.5320253372,3.7058796883,3.7058343887,3.6057271957,0.8147513866,0.8147171736,0.7703481913,8.6466960907,8.7481613159,7.5225663185,0.3010960519,0.3088040352,0.2265686393,16.5414352417,16.5302200317,16.4998950958,1.0690135956,1.0675654411,1.0637546778,18.4382400513,18.3780231476,18.2643833160,1.3284600973,1.3198114634,1.3034850359,15.0898170471,15.0278568268,14.2934417725,0.8940170407,0.8861227036,0.8016455173
144000,5.6458067894,5.6489491463,5.6759166718,2.5978109837,2.6035892963,2.6467030048,7.2017049789,7.2795534134,7.1302828789,4.0465383530,4.1366820335,4.0328016281,3.6626260281,3.6566965580,3.5643451214,0.7974385023,0.7947114110,0.7536017895,8.4884166718,8.5830945969,7.4450564384,0.2919688225,0.2991240919,0.2221469730,16.5235023499,16.5179214478,16.4905891418,1.0667028427,1.0659834146,1.0625488758,18.4473457336,18.3931274414,18.2892532349,1.3297624588,1.3219879866,1.3070114851,14.9469041824,14.8828001022,14.1898860931,0.8777290583,0.8696564436,0.7897799611
145000,6.1953210831,6.1994729042,6.2065067291,2.8180165291,2.8255519867,2.8603513241,7.8091216087,7.9088606834,7.7318243980,4.4157123566,4.5276188850,4.4078707695,3.7132542133,3.7062633038,3.6039788723,0.8186603785,0.8154708743,0.7698681951,8.7238883972,8.8231754303,7.5620832443,0.3072045743,0.3148902655,0.2292756289,16.5581569672,16.5463657379,16.5188198090,1.0711830854,1.0696547031,1.0662050247,18.4881095886,18.4191265106,18.3065834045,1.3356709480,1.3257455826,1.3095213175,15.0728616714,15.0105972290,14.2274427414,0.8921027780,0.8842684031,0.7939454913
146000,6.0945720673,6.1004161835,6.1204833984,2.7591562271,2.7730884552,2.8057439327,7.6829671860,7.8039884567,7.6230249405,4.2988748550,4.4296278954,4.3037986755,3.7116367817,3.7074391842,3.6026990414,0.8181679845,0.8161685467,0.7694325447,8.6877794266,8.8089771271,7.5483460426,0.3050286770,0.3142169118,0.2283370644,16.5544338226,16.5432167053,16.5152816772,1.0707123280,1.0692621469,1.0657570362,18.5012531281,18.4310226440,18.3141860962,1.3376293182,1.3275202513,1.3106262684,15.0697717667,15.0077247620,14.2346487045,0.8923054338,0.8842931986,0.7949991822
147000,6.1255960464,6.1281299591,6.1543712616,2.8055183887,2.8069779873,2.8581447601,7.7377338409,7.8297181129,7.6645274162,4.3838915825,4.4862742424,4.3740515709,3.7080128193,3.6992278099,3.5970103741,0.8166608810,0.8125894666,0.7670029998,8.6864566803,8.7936096191,7.5286822319,0.3048867285,0.3130484223,0.2271087021,16.5547790527,16.5481777191,16.5186748505,1.0707457066,1.0698974133,1.0661925077,18.5119819641,18.4441814423,18.3267936707,1.3391581774,1.3294140100,1.3124400377,15.0418586731,14.9638919830,14.1982679367,0.8888569474,0.8790438175,0.7908858061
148000,6.2435688972,6.2475442886,6.2777652740,2.8508374691,2.8561232090,2.9065811634,7.8660445213,7.9656090736,7.7920923233,4.4618682861,4.5729379654,4.4539065361,3.7121236324,3.7049279213,3.6015882492,0.8180671930,0.8147213459,0.7687496543,8.7010641098,8.8223257065,7.5312275887,0.3054639399,0.3147054315,0.2271502465,16.5711936951,16.5622291565,16.5347499847,1.0728799105,1.0717213154,1.0682797432,18.5277786255,18.4589271545,18.3465251923,1.3414498568,1.3315230608,1.3152829409,15.0240898132,14.9592609406,14.1632862091,0.8866040707,0.8783065081,0.7870460153
149000,6.1612758636,6.1612596512,6.1770100594,2.8222575188,2.8304138184,2.8727126122,7.7678270340,7.8633079529,7.6891250610,4.4004945755,4.5086097717,4.3898124695,3.7037882805,3.6987919807,3.5996294022,0.8147875071,0.8124818802,0.7683057189,8.6718730927,8.7456340790,7.5374021530,0.3041537702,0.3098510802,0.2281529307,16.5752353668,16.5628032684,16.5345020294,1.0734113455,1.0717986822,1.0682487488,18.5422916412,18.4772491455,18.3599243164,1.3435660601,1.3341938257,1.3172051907,15.0342950821,14.9754276276,14.2164373398,0.8880368471,0.8806624413,0.7930949330
150000,5.8522686958,5.8551902771,5.8545136452,2.6726007462,2.6773998737,2.7075669765,7.4473128319,7.5147609711,7.3637328148,4.1797957420,4.2645893097,4.1671156883,3.6935429573,3.6842095852,3.5827634335,0.8112309575,0.8069639206,0.7614956498,8.6418085098,8.7508525848,7.5333957672,0.3029747009,0.3117311597,0.2282294035,16.5786437988,16.5628643036,16.5410747528,1.0738593340,1.0718169212,1.0691028833,18.5812625885,18.4960651398,18.3888797760,1.3492269516,1.3369408846,1.3213552237,14.9459571838,14.8670501709,14.1026649475,0.8779197335,0.8679835200,0.7802047729
151000,6.0149435997,6.0179815292,6.0210232735,2.7330048084,2.7353606224,2.7689759731,7.6372909546,7.7192039490,7.5346517563,4.3024873734,4.3996419907,4.2606320381,3.7040834427,3.6943624020,3.5925490856,0.8153653741,0.8108660579,0.7653818130,8.6951465607,8.7928771973,7.5507926941,0.3060479760,0.3136234283,0.2289467156,16.5923652649,16.5782375336,16.5496425629,1.0756368637,1.0738059282,1.0702170134,18.5967788696,18.5139713287,18.3968544006,1.3514759541,1.3395148516,1.3225265741,14.9247150421,14.8347816467,14.0886411667,0.8753694296,0.8641018271,0.7787598372
152000,6.0681905746,6.0708642006,6.1107573509,2.7872009277,2.8083302975,2.8553874493,7.6476912498,7.7881278992,7.5933175087,4.3288688660,4.4917588234,4.3369126320,3.6849651337,3.6825170517,3.5839040279,0.8065227866,0.8053445816,0.7615625858,8.5950813293,8.6878957748,7.4702835083,0.2987991273,0.3057757616,0.2236228883,16.5899429321,16.5740966797,16.5519447327,1.0753306150,1.0732710361,1.0705200434,18.5963687897,18.5193004608,18.4115371704,1.3514362574,1.3402634859,1.3246428967,14.9430389404,14.8843431473,14.1094541550,0.8775488138,0.8700726032,0.7812249064
153000,6.0157718658,6.0194172859,6.0537195206,2.7587058544,2.7743654251,2.8182065487,7.5888805389,7.7146677971,7.5379233360,4.2764062881,4.4160232544,4.2882299423,3.6900148392,3.6848022938,3.5835413933,0.8091645837,0.8066850901,0.7615286708,8.6165666580,8.7314443588,7.4858202934,0.3008247614,0.3096203208,0.2247134298,16.5941600800,16.5794868469,16.5558872223,1.0758816004,1.0739783049,1.0710384846,18.6113853455,18.5336818695,18.4217185974,1.3536504507,1.3424158096,1.3261227608,14.9468965530,14.8762531281,14.0834083557,0.8783046007,0.8694074750,0.7783179283
154000,6.0935149193,6.0996446609,6.0886516571,2.7757520676,2.7782764435,2.7974584103,7.7077665329,7.8158302307,7.6202425957,4.3302860260,4.4519162178,4.3141450882,3.7176687717,3.7080750465,3.5985326767,0.8216716051,0.8172094226,0.7680652142,8.7451963425,8.8709859848,7.5803446770,0.3103082776,0.3199130893,0.2311285436,16.6049880981,16.5918846130,16.5666961670,1.0772978067,1.0755971670,1.0724457502,18.6506824493,18.5616722107,18.4355831146,1.3594239950,1.3465286493,1.3281339407,15.0103893280,14.9127016068,14.0950136185,0.8859406114,0.8736338615,0.7796963453
155000,6.2937421799,6.2961692810,6.2941832542,2.8735849857,2.8821897507,2.9025356770,7.9058794975,8.0374145508,7.8104290962,4.4701337814,4.6113400459,4.4439387321,3.7241687775,3.7180972099,3.6074771881,0.8239694834,0.8210749626,0.7716189623,8.7557067871,8.8630647659,7.5559382439,0.3104595244,0.3185438514,0.2292210162,16.6163730621,16.6052761078,16.5717277527,1.0787693262,1.0773254633,1.0731000900,18.6617908478,18.5852031708,18.4410800934,1.3610514402,1.3499120474,1.3289502859,15.0285196304,14.9350957870,14.1149005890,0.8880417347,0.8762738109,0.7820644379
156000,6.0998349190,6.1003603935,6.1146464348,2.7820708752,2.7863790989,2.8129370213,7.6960630417,7.8192434311,7.6165862083,4.3270912170,4.4629068375,4.3082509041,3.7056603432,3.6993227005,3.5920803547,0.8162027001,0.8132213354,0.7652158737,8.6760950089,8.7809705734,7.5102362633,0.3054038882,0.3133212626,0.2264006138,16.6152133942,16.6038036346,16.5766391754,1.0786277056,1.0771398544,1.0737432241,18.6732940674,18.5966949463,18.4674205780,1.3627322912,1.3515903950,1.3327637911,14.9465980530,14.8548831940,14.0541467667,0.8786551952,0.8671214581,0.7752845883
157000,6.4545116425,6.4573063850,6.4409680367,2.9330825806,2.9329724312,2.9519641399,8.0924015045,8.2036876678,7.9901013374,4.5736823082,4.6968941689,4.5410075188,3.7445154190,3.7361130714,3.6214177608,0.8328902721,0.8290270567,0.7774780393,8.8280658722,8.9521245956,7.6061458588,0.3155902922,0.3250139654,0.2326485366,16.6436347961,16.6310462952,16.5985031128,1.0823202133,1.0806821585,1.0765944719,18.7177467346,18.6293449402,18.4847660065,1.3692905903,1.3564291000,1.3353095055,15.0477685928,14.9448537827,14.0972108841,0.8904162049,0.8775286674,0.7801870704
158000,6.2370471954,6.2383012772,6.2582006454,2.8524997234,2.8680524826,2.9032642841,7.8292818069,7.9382920265,7.7664294243,4.4093546867,4.5309066772,4.4181737900,3.7151443958,3.7112753391,3.6007604599,0.8204336762,0.8185663223,0.7689966559,8.7359876633,8.8417291641,7.5327248573,0.3097722828,0.3178959787,0.2280894965,16.6338939667,16.6199207306,16.5929870605,1.0810595751,1.0792433023,1.0758732557,18.7166576385,18.6376838684,18.5026378632,1.3691233397,1.3576315641,1.3378728628,15.0138959885,14.9475879669,14.0818767548,0.8867574334,0.8783030510,0.7785906196
159000,6.0497794151,6.0561060905,6.0620889664,2.7680711746,2.7723953724,2.7972114086,7.6409673691,7.7626252174,7.5640254021,4.2919611931,4.4277615547,4.2778577805,3.7038962841,3.6968190670,3.5899512768,0.8157482147,0.8124504685,0.7645279169,8.6780147552,8.7983570099,7.5224199295,0.3059450984,0.3151762486,0.2273847908,16.6338081360,16.6264648438,16.5975780487,1.0810551643,1.0800945759,1.0764719248,18.7243614197,18.6504478455,18.5158672333,1.3702489138,1.3594733477,1.3397879601,14.9540166855,14.8531017303,14.0384111404,0.8800517321,0.8673551083,0.7737717032
160000,6.2960948944,6.2988638878,6.3097629547,2.8304235935,2.8374555111,2.8662123680,7.9307909012,8.0326623917,7.8406476974,4.4439821243,4.5557303429,4.4155511856,3.7300450802,3.7222120762,3.6103808880,0.8266409636,0.8229923248,0.7728478312,8.8126268387,8.9285335541,7.5816102028,0.3145755231,0.3235370815,0.2308250815,16.6560649872,16.6379375458,16.6152286530,1.0839501619,1.0815917253,1.0787839890,18.7591171265,18.6676959991,18.5357799530,1.3753584623,1.3620500565,1.3427149057,15.0152359009,14.9257431030,14.0680084229,0.8867294788,0.8755402565,0.7770425081
161000,5.8582806587,5.8613142967,5.8794398308,2.7041630745,2.7202587128,2.7492904663,7.4308252335,7.5491080284,7.3555531502,4.1912384033,4.3225989342,4.1758146286,3.6745171547,3.6684956551,3.5685560703,0.8030602932,0.8001784682,0.7555941939,8.5709218979,8.6568403244,7.4437665939,0.2987280190,0.3052729666,0.2224638462,16.6352386475,16.6244621277,16.6038627625,1.0812414885,1.0798370838,1.0772927999,18.7472000122,18.6725521088,18.5498371124,1.3735560179,1.3626512289,1.3446993828,14.8466291428,14.7671566010,13.9700088501,0.8673635721,0.8574199080,0.7661618590
162000,6.2272844315,6.2273373604,6.2551407814,2.8276147842,2.8304107189,2.8763177395,7.8401479721,7.9371247292,7.7643475533,4.4155941010,4.5192313194,4.3937687874,3.7110483646,3.7059473991,3.6005566120,0.8183757663,0.8159188628,0.7688176036,8.7413816452,8.8515005112,7.5377187729,0.3096292615,0.3180205226,0.2280702740,16.6584243774,16.6493740082,16.6166553497,1.0842691660,1.0830849409,1.0789750814,18.7709503174,18.7016372681,18.5589122772,1.3770970106,1.3669631481,1.3460909128,14.9479951859,14.8755083084,14.0400228500,0.8788397908,0.8696358204,0.7738909721
163000,6.0925211906,6.0955495834,6.1425848007,2.8195681572,2.8330674171,2.8920452595,7.6725149155,7.7891430855,7.6176505089,4.3552279472,4.4816040993,4.3601350784,3.6827666759,3.6789464951,3.5771076679,0.8061339259,0.8043265939,0.7589614987,8.6107959747,8.7145681381,7.4398322105,0.3009021580,0.3087067902,0.2220623791,16.6543846130,16.6417369843,16.6177883148,1.0837490559,1.0820990801,1.0791262388,18.7827911377,18.7083339691,18.5798339844,1.3788259029,1.3679541349,1.3491080999,14.8973760605,14.8159351349,13.9769811630,0.8732410073,0.8630686998,0.7670515180
164000,6.0245175362,6.0228133202,6.0513381958,2.7490067482,2.7567601204,2.8045861721,7.6180305481,7.6951198578,7.5448031425,4.2830929756,4.3751244545,4.2716999054,3.6920297146,3.6840612888,3.5829484463,0.8105162382,0.8068048358,0.7616085410,8.6789550781,8.7699728012,7.5040588379,0.3059018850,0.3129960597,0.2261927724,16.6667957306,16.6545448303,16.6292572021,1.0853674412,1.0837661028,1.0806174278,18.8106594086,18.7322578430,18.5992946625,1.3829467297,1.3714652061,1.3519334793,14.8299255371,14.7664871216,13.9321908951,0.8653088212,0.8573926091,0.7620801330
165000,6.1076259613,6.1118059158,6.1207060814,2.7992360592,2.7998209000,2.8413336277,7.6972789764,7.8155527115,7.6306648254,4.3258118629,4.4631772041,4.3319320679,3.7073233128,3.6980850697,3.5915908813,0.8173953891,0.8130679727,0.7653070688,8.7247028351,8.8357801437,7.5457620621,0.3094027042,0.3178632557,0.2290662825,16.6727199554,16.6640987396,16.6314373016,1.0861512423,1.0850199461,1.0809131861,18.8364162445,18.7534675598,18.6006240845,1.3867915869,1.3746285439,1.3521559238,14.8931055069,14.7867031097,13.9815855026,0.8728747964,0.8596678972,0.7677848339
166000,6.6975932121,6.7014508247,6.7325501442,3.0351188183,3.0499336720,3.1037139893,8.3358812332,8.4559221268,8.2638797760,4.7258777618,4.8615508080,4.7258133888,3.7493369579,3.7417278290,3.6302103996,0.8342773318,0.8307395577,0.7808480263,8.9244146347,9.0180654526,7.6233277321,0.3216605783,0.3288941681,0.2333018631,16.7084331512,16.6891765594,16.6612720490,1.0908147097,1.0882905722,1.0848172903,18.8632888794,18.7655868530,18.6185894012,1.3907718658,1.3764318228,1.3548427820,14.9799556732,14.9062671661,13.9942588806,0.8821555972,0.8730082512,0.7691468000
167000,6.4124794006,6.4159646034,6.4495968819,2.9668354988,2.9671332836,3.0314078331,8.0443859100,8.1213617325,7.9591040611,4.5932335854,4.6805391312,4.5802912712,3.7222483158,3.7112004757,3.6071166992,0.8232409954,0.8181244731,0.7715559006,8.7934970856,8.8827857971,7.5480895042,0.3135837913,0.3203426301,0.2289963812,16.6960124969,16.6868476868,16.6478576660,1.0891958475,1.0879944563,1.0830596685,18.8730010986,18.7890701294,18.6261329651,1.3922293186,1.3799058199,1.3559020758,14.9250812531,14.8354091644,13.9681415558,0.8764307499,0.8653698564,0.7661654353
168000,6.2173705101,6.2187361717,6.2377400398,2.8512799740,2.8583731651,2.8971703053,7.8185334206,7.9180116653,7.7339196205,4.4176673889,4.5301747322,4.3911275864,3.7108104229,3.7038578987,3.5940241814,0.8187109232,0.8154824376,0.7661898136,8.7423658371,8.8557882309,7.5330853462,0.3105567992,0.3193035424,0.2281215936,16.7004947662,16.6826457977,16.6567955017,1.0897870064,1.0874487162,1.0842288733,18.8896560669,18.7946987152,18.6524391174,1.3946720362,1.3807185888,1.3597452641,14.8798475266,14.7936954498,13.9155778885,0.8714027405,0.8605555892,0.7603043318
169000,6.3979539871,6.4010233879,6.4482955933,2.9033033848,2.9075522423,2.9769325256,8.0267772675,8.1170263290,7.9530005455,4.5232319832,4.6278252602,4.5152416229,3.7276828289,3.7156758308,3.6124625206,0.8255421519,0.8199297786,0.7738066316,8.8264570236,8.9035692215,7.5692877769,0.3157287240,0.3216015697,0.2301083654,16.7126693726,16.7007884979,16.6664428711,1.0913794041,1.0898214579,1.0854990482,18.9103851318,18.8202514648,18.6659259796,1.3977741003,1.3845144510,1.3617446423,14.9097204208,14.8003101349,13.9649610519,0.8746182323,0.8611752987,0.7660027146
170000,6.2966680527,6.2947092056,6.3159132004,2.8790502548,2.8840758801,2.9244883060,7.8941211700,8.0107965469,7.8131260872,4.4538054466,4.5767030716,4.4308857918,3.7200775146,3.7134120464,3.6022679806,0.8226318359,0.8194573522,0.7696606517,8.7926492691,8.9018774033,7.5332021713,0.3139300942,0.3221676052,0.2278705984,16.7128295898,16.7000102997,16.6617851257,1.0914169550,1.0897294283,1.0848922729,18.9381504059,18.8485984802,18.6759319305,1.4019547701,1.3887126446,1.3632047176,14.9250535965,14.8249158859,13.9361791611,0.8770847917,0.8645116091,0.7630275488
171000,6.2156972885,6.2164893150,6.2397832870,2.8200812340,2.8179912567,2.8712334633,7.8393940926,7.9370136261,7.7404751778,4.4008526802,4.5088410378,4.3634619713,3.7205619812,3.7091724873,3.6016707420,0.8231341839,0.8177812099,0.7695736289,8.7879066467,8.8995475769,7.5449008942,0.3137631714,0.3223815858,0.2287803143,16.7197132111,16.7098140717,16.6760349274,1.0923095942,1.0910055637,1.0867562294,18.9482936859,18.8590812683,18.7035102844,1.4034203291,1.3902379274,1.3672369719,14.8520259857,14.7336397171,13.8821897507,0.8686270714,0.8538462520,0.7570203543
172000,6.3977947235,6.4000368118,6.4101309776,2.8769748211,2.8901000023,2.9181087017,8.0239238739,8.1313171387,7.9241743088,4.4857916832,4.6033530235,4.4458036423,3.7434093952,3.7356088161,3.6215724945,0.8326567411,0.8290153146,0.7778411508,8.9000072479,9.0086050034,7.6154761314,0.3213489056,0.3297107816,0.2331239730,16.7322139740,16.7197494507,16.6800746918,1.0939518213,1.0923148394,1.0872875452,18.9726562500,18.8810615540,18.7026424408,1.4070810080,1.3935576677,1.3671404123,14.9502725601,14.8569231033,13.9599189758,0.8798420429,0.8683097363,0.7656833529
173000,6.3495492935,6.3454251289,6.3776898384,2.9207780361,2.9181652069,2.9756572247,7.9598212242,8.0490741730,7.8759965897,4.5024256706,4.6030240059,4.4890885353,3.7229533195,3.7127435207,3.6035132408,0.8240506649,0.8192423582,0.7702968121,8.7929849625,8.8976745605,7.5352625847,0.3140718639,0.3220123947,0.2282380909,16.7307147980,16.7174835205,16.6821632385,1.0937644243,1.0920199156,1.0875663757,18.9882850647,18.8904418945,18.7216224670,1.4094145298,1.3949123621,1.3699237108,14.8950300217,14.7907333374,13.9006786346,0.8737472296,0.8606396914,0.7592677474
174000,6.2289700508,6.2305545807,6.2475090027,2.8363208771,2.8593349457,2.8838686943,7.8185720444,7.9231796265,7.7372164726,4.3838062286,4.5009670258,4.3646144867,3.7150187492,3.7111828327,3.5966730118,0.8207337856,0.8188970685,0.7674357891,8.7981309891,8.8936367035,7.5240740776,0.3149501085,0.3224894404,0.2276868522,16.7414836884,16.7229080200,16.6993904114,1.0951812267,1.0927456617,1.0898282528,18.9995136261,18.9093971252,18.7512187958,1.4111236334,1.3978021145,1.3742755651,14.8299818039,14.7700824738,13.8472013474,0.8661206365,0.8586651683,0.7533058524
175000,5.9039936066,5.9094529152,5.9125051498,2.7054636478,2.7119486332,2.7462339401,7.4760446548,7.5562949181,7.3791999817,4.1798763275,4.2726802826,4.1430068016,3.6892886162,3.6810724735,3.5761671066,0.8102333546,0.8063951731,0.7592731714,8.7124958038,8.8128919601,7.4987349510,0.3095403910,0.3173591793,0.2263121307,16.7378292084,16.7292499542,16.6892700195,1.0946949720,1.0935662985,1.0884839296,19.0237312317,18.9432010651,18.7702884674,1.4146177769,1.4026912451,1.3770382404,14.6677122116,14.6036901474,13.7732868195,0.8471854329,0.8393402100,0.7451528311
176000,5.9532299042,5.9547820091,5.9615578651,2.7378010750,2.7516422272,2.7748565674,7.5370774269,7.6110544205,7.4309854507,4.2361831665,4.3193826675,4.1833667755,3.6933910847,3.6838412285,3.5741240978,0.8121129870,0.8076289296,0.7582699656,8.7102117538,8.8028011322,7.4763355255,0.3097406626,0.3169992268,0.2247979939,16.7353782654,16.7262458801,16.6977615356,1.0943747759,1.0931893587,1.0896152258,19.0280609131,18.9446563721,18.7855491638,1.4153782129,1.4030562639,1.3793115616,14.7467222214,14.6559648514,13.7607879639,0.8571204543,0.8460406661,0.7439610958
177000,6.2691860199,6.2744727135,6.2756528854,2.8191387653,2.8375608921,2.8545019627,7.8694396019,7.9634361267,7.7744512558,4.3648586273,4.4719491005,4.3388433456,3.7369370461,3.7293491364,3.6089420319,0.8305943012,0.8270335197,0.7726945877,8.9226818085,9.0273818970,7.5961270332,0.3239509463,0.3323363364,0.2322118282,16.7672634125,16.7464141846,16.7230930328,1.0985640287,1.0958253145,1.0929497480,19.0759963989,18.9692630768,18.8033847809,1.4226068258,1.4067749977,1.3819925785,14.8561706543,14.7777624130,13.8094701767,0.8696358204,0.8598701358,0.7493567467
178000,5.9999599457,6.0066313744,6.0017719269,2.7180848122,2.7277023792,2.7376837730,7.5982327461,7.6816916466,7.4912281036,4.2110362053,4.2988791466,4.1600928307,3.7198464870,3.7112276554,3.5915329456,0.8239851594,0.8198928833,0.7657693028,8.8052787781,8.9393796921,7.5540313721,0.3167910874,0.3271974921,0.2299000323,16.7545204163,16.7406291962,16.7144050598,1.0969041586,1.0950938463,1.0918102264,19.0904407501,18.9912471771,18.8221035004,1.4247664213,1.4101049900,1.3847537041,14.8209590912,14.7067146301,13.7755393982,0.8662352562,0.8520713449,0.7456828952
179000,6.5950741768,6.5928831100,6.6382694244,3.0224721432,3.0251915455,3.0895822048,8.2150955200,8.2999458313,8.1317682266,4.6526050568,4.7376246452,4.6344089508,3.7458114624,3.7382798195,3.6218879223,0.8335862160,0.8300548196,0.7777650356,8.9152517319,9.0413341522,7.5757107735,0.3224015236,0.3321866095,0.2305236459,16.7827091217,16.7676048279,16.7302417755,1.1006040573,1.0986139774,1.0938954353,19.1053791046,19.0114440918,18.8202819824,1.4270044565,1.4130728245,1.3845380545,14.8919105530,14.8135156631,13.8298768997,0.8735697269,0.8638016582,0.7517815232
180000,5.9897103310,5.9960761070,6.0124464035,2.7141366005,2.7316935062,2.7717325687,7.5645141602,7.6837692261,7.5070290565,4.1950373650,4.3226017952,4.1964173317,3.7016651630,3.6974034309,3.5899279118,0.8154666424,0.8135089278,0.7650724649,8.7532606125,8.8624439240,7.5462069511,0.3125769198,0.3211835325,0.2291975617,16.7744007111,16.7579746246,16.7206935883,1.0995260477,1.0973476171,1.0926347971,19.1082382202,19.0216751099,18.8503322601,1.4273966551,1.4145295620,1.3889088631,14.7012777328,14.6364269257,13.7651844025,0.8519997597,0.8440534472,0.7447694540
181000,6.3278470039,6.3231649399,6.3541421890,2.9078001976,2.9000566006,2.9583723545,7.9402699471,8.0118055344,7.8324785233,4.4952869415,4.5656204224,4.4364495277,3.7220571041,3.7123529911,3.6009764671,0.8237269521,0.8191803098,0.7692034841,8.8080272675,8.9381065369,7.5524106026,0.3152696788,0.3250799179,0.2293130457,16.7848014832,16.7736396790,16.7400875092,1.1008853912,1.0994024277,1.0951942205,19.1400222778,19.0430030823,18.8652343750,1.4321410656,1.4176783562,1.3911703825,14.7836141586,14.6753921509,13.7489509583,0.8612694144,0.8478046060,0.7428310513
182000,5.9443035126,5.9507355690,5.9652523994,2.7292211056,2.7500550747,2.7859282494,7.5037240982,7.6179628372,7.4335956573,4.1971359253,4.3238282204,4.1830334663,3.6898839474,3.6861677170,3.5768368244,0.8105202913,0.8087688684,0.7595592737,8.7074308395,8.8170299530,7.4986634254,0.3096232116,0.3181202114,0.2264757752,16.7844181061,16.7614040375,16.7384166718,1.1008630991,1.0978217125,1.0949797630,19.1450653076,19.0408458710,18.8858547211,1.4329408407,1.4174029827,1.3941907883,14.6747455597,14.6148529053,13.6932573318,0.8489796519,0.8416061997,0.7367879152
